subject,session,task,stimulus_label,n_present_channels,dense_file,band_file,meta_file,n_kept_windows,n_dropped_windows,status
sub-09,ses-01,task-dme_run-02,Despicable Me (English),44,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-dme_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-dme_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-dme_run-02/run_meta_master61_masked.json,48,41,ok
sub-09,ses-01,task-monkey1_run-01,Monkey 1,44,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-monkey1_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-monkey1_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-monkey1_run-01/run_meta_master61_masked.json,15,15,ok
sub-09,ses-01,task-monkey1_run-02,Monkey 1,43,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-monkey1_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-monkey1_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-monkey1_run-02/run_meta_master61_masked.json,22,24,ok
sub-09,ses-01,task-tp_run-01,The Present,43,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-tp_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-tp_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-tp_run-01/run_meta_master61_masked.json,21,20,ok
sub-09,ses-01,task-tp_run-02,The Present,47,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-tp_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-tp_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-tp_run-02/run_meta_master61_masked.json,36,15,ok
sub-10,ses-01,task-dme_run-01,Despicable Me (English),61,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-dme_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-dme_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-dme_run-01/run_meta_master61_masked.json,114,7,ok
sub-10,ses-01,task-dme_run-02,Despicable Me (English),59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-dme_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-dme_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-dme_run-02/run_meta_master61_masked.json,42,57,ok
sub-10,ses-01,task-inscapes,Inscapes,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-inscapes/run_meta_master61_masked.json,83,36,ok
sub-10,ses-01,task-monkey1_run-01,Monkey 1,61,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-monkey1_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-monkey1_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-monkey1_run-01/run_meta_master61_masked.json,56,6,ok
sub-10,ses-01,task-monkey1_run-02,Monkey 1,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-monkey1_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-monkey1_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-monkey1_run-02/run_meta_master61_masked.json,44,14,ok
sub-10,ses-01,task-tp_run-01,The Present,61,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-tp_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-tp_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-tp_run-01/run_meta_master61_masked.json,46,7,ok
sub-10,ses-01,task-tp_run-02,The Present,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-tp_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-tp_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-01/task-tp_run-02/run_meta_master61_masked.json,35,13,ok
sub-10,ses-02,task-dmh_run-01,Despicable Me (Hungarian),56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-dmh_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-dmh_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-dmh_run-01/run_meta_master61_masked.json,89,21,ok
sub-10,ses-02,task-dmh_run-02,Despicable Me (Hungarian),52,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-dmh_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-dmh_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-dmh_run-02/run_meta_master61_masked.json,103,17,ok
sub-10,ses-02,task-inscapes,Inscapes,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-inscapes/run_meta_master61_masked.json,82,30,ok
sub-10,ses-02,task-monkey2_run-01,Monkey 2,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey2_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey2_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey2_run-01/run_meta_master61_masked.json,22,24,ok
sub-10,ses-02,task-monkey2_run-02,Monkey 2,55,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey2_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey2_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey2_run-02/run_meta_master61_masked.json,55,32,ok
sub-10,ses-02,task-monkey5_run-01,Monkey 5,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey5_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey5_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey5_run-01/run_meta_master61_masked.json,53,7,ok
sub-10,ses-02,task-monkey5_run-02,Monkey 5,57,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey5_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey5_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-10/ses-02/task-monkey5_run-02/run_meta_master61_masked.json,41,16,ok
sub-11,ses-01,task-dme_run-01,Despicable Me (English),58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-dme_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-dme_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-dme_run-01/run_meta_master61_masked.json,55,42,ok
sub-11,ses-01,task-dme_run-02,Despicable Me (English),59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-dme_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-dme_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-dme_run-02/run_meta_master61_masked.json,60,44,ok
sub-11,ses-01,task-inscapes,Inscapes,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-inscapes/run_meta_master61_masked.json,56,48,ok
sub-11,ses-01,task-monkey1_run-01,Monkey 1,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-monkey1_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-monkey1_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-monkey1_run-01/run_meta_master61_masked.json,45,15,ok
sub-11,ses-01,task-monkey1_run-02,Monkey 1,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-monkey1_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-monkey1_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-monkey1_run-02/run_meta_master61_masked.json,32,23,ok
sub-11,ses-01,task-tp_run-01,The Present,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-tp_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-tp_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-tp_run-01/run_meta_master61_masked.json,32,16,ok
sub-11,ses-01,task-tp_run-02,The Present,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-tp_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-tp_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-01/task-tp_run-02/run_meta_master61_masked.json,43,13,ok
sub-11,ses-02,task-dmh_run-01,Despicable Me (Hungarian),57,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-dmh_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-dmh_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-dmh_run-01/run_meta_master61_masked.json,65,48,ok
sub-11,ses-02,task-dmh_run-02,Despicable Me (Hungarian),57,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-dmh_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-dmh_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-dmh_run-02/run_meta_master61_masked.json,86,32,ok
sub-11,ses-02,task-inscapes,Inscapes,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-inscapes/run_meta_master61_masked.json,63,56,ok
sub-11,ses-02,task-monkey2_run-01,Monkey 2,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey2_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey2_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey2_run-01/run_meta_master61_masked.json,29,30,ok
sub-11,ses-02,task-monkey2_run-02,Monkey 2,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey2_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey2_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey2_run-02/run_meta_master61_masked.json,29,24,ok
sub-11,ses-02,task-monkey5_run-01,Monkey 5,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey5_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey5_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey5_run-01/run_meta_master61_masked.json,16,33,ok
sub-11,ses-02,task-monkey5_run-02,Monkey 5,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey5_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey5_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-11/ses-02/task-monkey5_run-02/run_meta_master61_masked.json,43,17,ok
sub-12,ses-01,task-dme_run-01,Despicable Me (English),58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-dme_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-dme_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-dme_run-01/run_meta_master61_masked.json,104,12,ok
sub-12,ses-01,task-dme_run-02,Despicable Me (English),60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-dme_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-dme_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-dme_run-02/run_meta_master61_masked.json,110,8,ok
sub-12,ses-01,task-inscapes,Inscapes,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-inscapes/run_meta_master61_masked.json,102,27,ok
sub-12,ses-01,task-monkey1_run-01,Monkey 1,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-monkey1_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-monkey1_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-monkey1_run-01/run_meta_master61_masked.json,54,6,ok
sub-12,ses-01,task-monkey1_run-02,Monkey 1,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-monkey1_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-monkey1_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-monkey1_run-02/run_meta_master61_masked.json,54,6,ok
sub-12,ses-01,task-tp_run-01,The Present,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-tp_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-tp_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-tp_run-01/run_meta_master61_masked.json,40,10,ok
sub-12,ses-01,task-tp_run-02,The Present,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-tp_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-tp_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-01/task-tp_run-02/run_meta_master61_masked.json,47,5,ok
sub-12,ses-02,task-dmh_run-01,Despicable Me (Hungarian),55,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-dmh_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-dmh_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-dmh_run-01/run_meta_master61_masked.json,81,35,ok
sub-12,ses-02,task-dmh_run-02,Despicable Me (Hungarian),56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-dmh_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-dmh_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-dmh_run-02/run_meta_master61_masked.json,80,34,ok
sub-12,ses-02,task-inscapes,Inscapes,55,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-inscapes/run_meta_master61_masked.json,104,36,ok
sub-12,ses-02,task-monkey2_run-01,Monkey 2,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey2_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey2_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey2_run-01/run_meta_master61_masked.json,45,13,ok
sub-12,ses-02,task-monkey2_run-02,Monkey 2,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey2_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey2_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey2_run-02/run_meta_master61_masked.json,47,13,ok
sub-12,ses-02,task-monkey5_run-01,Monkey 5,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey5_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey5_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey5_run-01/run_meta_master61_masked.json,35,22,ok
sub-12,ses-02,task-monkey5_run-02,Monkey 5,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey5_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey5_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-12/ses-02/task-monkey5_run-02/run_meta_master61_masked.json,42,19,ok
sub-13,ses-01,task-dme_run-01,Despicable Me (English),57,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-13/ses-01/task-dme_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-13/ses-01/task-dme_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-13/ses-01/task-dme_run-01/run_meta_master61_masked.json,107,11,ok
sub-13,ses-01,task-dme_run-02,Despicable Me (English),55,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-13/ses-01/task-dme_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-13/ses-01/task-dme_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-13/ses-01/task-dme_run-02/run_meta_master61_masked.json,89,21,ok
sub-13,ses-01,task-inscapes,Inscapes,54,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-13/ses-01/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-13/ses-01/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-13/ses-01/task-inscapes/run_meta_master61_masked.json,118,21,ok
